67,1,5310B9D7,FGHQWR2Q,2020-02-25T08:38:54.000-03:00,1,167.59,9643.11,25,9,2,2020,3
67,1,5310B9D7,FGHQWR2Q,2020-03-04T00:04:46.000-03:00,1,204.48,2184.2,4,10,3,2020,4
67,1,5310B9D7,FGHQWR2Q,2020-01-24T23:54:11.000-03:00,1,446.09,-2260.74,24,4,1,2020,6
67,1,5310B9D7,FGHQWR2Q,2019-12-24T19:50:00.000-03:00,1,186.6,5810.96,24,52,12,2019,3
67,1,5310B9D7,FGHQWR2Q,2019-12-21T02:28:31.000-03:00,1,487.57,-1597.33,21,51,12,2019,7
67,1,5310B9D7,FGHQWR2Q,2020-02-03T11:06:15.000-03:00,1,384.06,324.22,3,6,2,2020,2
67,1,5310B9D7,FGHQWR2Q,2020-03-03T12:44:53.000-03:00,1,472.61,-1242.9,3,10,3,2020,3
67,1,5310B9D7,FGHQWR2Q,2019-12-18T10:31:54.000-03:00,1,389.6,-5017.33,18,51,12,2019,4
67,1,5310B9D7,FGHQWR2Q,2020-02-10T18:16:25.000-03:00,1,100.99,-8657.22,10,7,2,2020,2
67,1,5310B9D7,FGHQWR2Q,2020-01-14T06:13:49.000-03:00,1,173.22,1592.77,14,3,1,2020,3
67,1,5310B9D7,FGHQWR2Q,2020-02-23T03:00:01.000-03:00,1,3.81,-6653.66,23,8,2,2020,1
67,1,5310B9D7,FGHQWR2Q,2019-12-05T03:45:33.000-03:00,1,63.67,-6847.28,5,49,12,2019,5
67,1,5310B9D7,FGHQWR2Q,2020-01-23T10:05:30.000-03:00,1,232.63,-434.04,23,4,1,2020,5
67,1,5310B9D7,FGHQWR2Q,2020-01-22T05:44:08.000-03:00,1,78.93,-4971.24,22,4,1,2020,4
67,1,5310B9D7,FGHQWR2Q,2020-01-30T08:21:51.000-03:00,1,37.36,7323.04,30,5,1,2020,5
67,1,5310B9D7,FGHQWR2Q,2020-01-09T20:35:05.000-03:00,1,35.44,-8015.98,9,2,1,2020,5
67,1,5310B9D7,FGHQWR2Q,2019-12-29T12:28:35.000-03:00,1,470.86,6498.67,29,52,12,2019,1
67,1,5310B9D7,FGHQWR2Q,2019-12-27T01:39:32.000-03:00,1,362.36,-1789.34,27,52,12,2019,6
67,1,5310B9D7,FGHQWR2Q,2020-01-27T00:40:34.000-03:00,1,146.95,6131.36,27,5,1,2020,2
67,1,5310B9D7,FGHQWR2Q,2020-01-03T02:01:33.000-03:00,1,162.46,-4031.04,3,1,1,2020,6
67,1,5310B9D7,FGHQWR2Q,2020-02-04T17:17:56.000-03:00,1,434.88,-8785.76,4,6,2,2020,3
67,1,5310B9D7,FGHQWR2Q,2019-12-26T13:41:16.000-03:00,1,131.34,1435.83,26,52,12,2019,5
67,1,5310B9D7,FGHQWR2Q,2020-02-15T20:39:48.000-03:00,1,25.71,3638.1,15,7,2,2020,7
67,1,5310B9D7,FGHQWR2Q,2019-12-10T00:16:56.000-03:00,1,248.96,8011.46,10,50,12,2019,3
67,1,5310B9D7,FGHQWR2Q,2019-12-05T00:29:59.000-03:00,1,18.98,-4905.78,5,49,12,2019,5
67,1,5310B9D7,FGHQWR2Q,2020-01-29T14:41:56.000-03:00,1,75.67,-290.74,29,5,1,2020,4
67,1,5310B9D7,FGHQWR2Q,2020-02-13T06:30:01.000-03:00,1,40.72,-9385.26,13,7,2,2020,5
67,1,5310B9D7,FGHQWR2Q,2020-02-28T13:31:50.000-03:00,1,368.22,6458.97,28,9,2,2020,6
67,1,5310B9D7,FGHQWR2Q,2020-01-22T03:54:21.000-03:00,1,215.22,1862.03,22,4,1,2020,4
67,1,5310B9D7,FGHQWR2Q,2020-02-23T12:58:22.000-03:00,1,419.16,1328.83,23,8,2,2020,1
67,1,5310B9D7,FGHQWR2Q,2019-12-05T03:25:30.000-03:00,1,455.49,6523.63,5,49,12,2019,5
67,1,5310B9D7,FGHQWR2Q,2020-01-02T15:37:53.000-03:00,1,493.88,5730.66,2,1,1,2020,5
67,1,5310B9D7,FGHQWR2Q,2020-01-07T03:46:02.000-03:00,1,377.69,-9475.86,7,2,1,2020,3
67,1,5310B9D7,FGHQWR2Q,2020-03-08T16:02:56.000-03:00,1,24.32,-2601.39,8,10,3,2020,1
